library,title,year,plex_rating,imdb_rating,imdb_votes,rt_score,metacritic_score,decision,reason,misidentified_hint,file,file_size,rating_key,guid,imdb_id,poster_url,trailer_url,thumb,omdb_json,wikidata_id,wikipedia_title
Películas,Pearl Harbor,2001,,6.3,365740,24,44,MAYBE,score_bayes=6.31 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/ADULTOS_VOL_00/00.Movies/10. Belica/Pearl Harbor (2001).mkv,2987116597,21927,plex://movie/5d77682785719b001f3a0d8d,tt0213149,https://m.media-amazon.com/images/M/MV5BMTQ3MDc0MDc1NF5BMl5BanBnXkFtZTYwODI1ODY2._V1_SX300.jpg,N/A,/library/metadata/21927/thumb/1764640928,"{""Title"": ""Pearl Harbor"", ""Year"": ""2001"", ""Rated"": ""PG-13"", ""Released"": ""25 May 2001"", ""Runtime"": ""183 min"", ""Genre"": ""Action, Drama, Romance"", ""Director"": ""Michael Bay"", ""Writer"": ""Randall Wallace"", ""Actors"": ""Ben Affleck, Kate Beckinsale, Josh Hartnett"", ""Plot"": ""A tale of war and romance mixed in with history. The story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous Sunday morning in 1941."", ""Language"": ""English, Japanese, French, Latin, Chinese"", ""Country"": ""United States"", ""Awards"": ""Won 1 Oscar. 14 wins & 51 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTQ3MDc0MDc1NF5BMl5BanBnXkFtZTYwODI1ODY2._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.3/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""24%""}, {""Source"": ""Metacritic"", ""Value"": ""44/100""}], ""Metascore"": ""44"", ""imdbRating"": ""6.3"", ""imdbVotes"": ""365,740"", ""imdbID"": ""tt0213149"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$198,542,554"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Sagas,La Momia 2 : El regreso de la momia,2001,4.6,6.4,362637,46,48,MAYBE,score_bayes=6.41 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='La Momia 2 : El regreso de la momia' vs OMDb='The Mummy Returns' (sim=0.32),/mnt/Sagas/00.Sagas/La Momia/La momia 2 - El regreso de la momia (2001).mkv,6007252754,29232,plex://movie/5d77682a6f4521001ea99b26,tt0209163,https://m.media-amazon.com/images/M/MV5BMjdiYzVlNjUtNGI5MC00MDE5LTk0MmQtNDc0YzIzOGRmMDNkXkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/29232/thumb/1764983839,"{""Title"": ""The Mummy Returns"", ""Year"": ""2001"", ""Rated"": ""PG-13"", ""Released"": ""04 May 2001"", ""Runtime"": ""130 min"", ""Genre"": ""Action, Adventure, Fantasy"", ""Director"": ""Stephen Sommers"", ""Writer"": ""Stephen Sommers"", ""Actors"": ""Brendan Fraser, Rachel Weisz, John Hannah"", ""Plot"": ""The mummified body of Imhotep is shipped to a museum in London, where he once again wakes and begins his campaign of rage and terror."", ""Language"": ""English, Arabic"", ""Country"": ""United States, Morocco, United Kingdom, Jordan"", ""Awards"": ""6 wins & 19 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMjdiYzVlNjUtNGI5MC00MDE5LTk0MmQtNDc0YzIzOGRmMDNkXkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.4/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""46%""}, {""Source"": ""Metacritic"", ""Value"": ""48/100""}], ""Metascore"": ""48"", ""imdbRating"": ""6.4"", ""imdbVotes"": ""362,637"", ""imdbID"": ""tt0209163"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$202,019,785"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Películas,La vida secreta de Walter Mitty,2013,,7.3,362419,52,54,MAYBE,score_bayes=7.30 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/ADULTOS_VOL_00/00.Movies/03. Comedia/La Vida Secreta De Walter Mitty (2013).mkv,5788570098,20573,plex://movie/5d7769697a53e9001e6e5a8d,tt0359950,https://m.media-amazon.com/images/M/MV5BODYwNDYxNDk1Nl5BMl5BanBnXkFtZTgwOTAwMTk2MDE@._V1_SX300.jpg,N/A,/library/metadata/20573/thumb/1756087430,"{""Title"": ""The Secret Life of Walter Mitty"", ""Year"": ""2013"", ""Rated"": ""PG"", ""Released"": ""25 Dec 2013"", ""Runtime"": ""114 min"", ""Genre"": ""Adventure, Comedy, Drama"", ""Director"": ""Ben Stiller"", ""Writer"": ""Steve Conrad, James Thurber"", ""Actors"": ""Ben Stiller, Kristen Wiig, Jon Daly"", ""Plot"": ""When both he and a colleague are about to lose their job, Walter takes action by embarking on an adventure more extraordinary than anything he ever imagined."", ""Language"": ""English, Spanish, Icelandic"", ""Country"": ""United States, United Kingdom"", ""Awards"": ""5 wins & 18 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BODYwNDYxNDk1Nl5BMl5BanBnXkFtZTgwOTAwMTk2MDE@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.3/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""52%""}, {""Source"": ""Metacritic"", ""Value"": ""54/100""}], ""Metascore"": ""54"", ""imdbRating"": ""7.3"", ""imdbVotes"": ""362,419"", ""imdbID"": ""tt0359950"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$58,236,838"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Sagas,Jurassic Park III : Parque Jurásico III,2001,4.9,6.0,362281,49,42,MAYBE,score_bayes=6.02 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/Sagas/00.Sagas/Jurasic Park/Jurassic Park 3 (2001).mkv,1453450376,23130,plex://movie/5d7768254de0ee001fcc83aa,tt0163025,https://m.media-amazon.com/images/M/MV5BN2FmMjhlZDYtNmYyMy00NTdjLTlhYzYtZWNlMDY2MmUzOGM2XkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/23130/thumb/1763870411,"{""Title"": ""Jurassic Park III"", ""Year"": ""2001"", ""Rated"": ""PG-13"", ""Released"": ""18 Jul 2001"", ""Runtime"": ""92 min"", ""Genre"": ""Action, Adventure, Sci-Fi"", ""Director"": ""Joe Johnston"", ""Writer"": ""Michael Crichton, Peter Buchman, Alexander Payne"", ""Actors"": ""Sam Neill, William H. Macy, Téa Leoni"", ""Plot"": ""A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the island's new inhabitants."", ""Language"": ""English, Spanish"", ""Country"": ""United States"", ""Awards"": ""5 wins & 16 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BN2FmMjhlZDYtNmYyMy00NTdjLTlhYzYtZWNlMDY2MmUzOGM2XkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.0/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""49%""}, {""Source"": ""Metacritic"", ""Value"": ""42/100""}], ""Metascore"": ""42"", ""imdbRating"": ""6.0"", ""imdbVotes"": ""362,281"", ""imdbID"": ""tt0163025"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$181,171,875"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Películas,El libro de Eli,2010,,6.8,354627,46,53,MAYBE,score_bayes=6.80 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/ADULTOS_VOL_00/00.Movies/05. Ficcion/El libro de Eli (2010).mkv,5283227592,27084,plex://movie/5d7768452ec6b5001f6beaa6,tt1037705,https://m.media-amazon.com/images/M/MV5BZjk4N2U2YTAtNWEzZC00N2VmLTlkNDctMjg5YjI4OTExZTFhXkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/27084/thumb/1758673494,"{""Title"": ""The Book of Eli"", ""Year"": ""2010"", ""Rated"": ""R"", ""Released"": ""15 Jan 2010"", ""Runtime"": ""118 min"", ""Genre"": ""Action, Adventure, Drama"", ""Director"": ""Albert Hughes, Allen Hughes"", ""Writer"": ""Gary Whitta"", ""Actors"": ""Denzel Washington, Mila Kunis, Ray Stevenson"", ""Plot"": ""A drifter fights his way across a ravaged, post-apocalyptic America while protecting a sacred book that holds the secrets to humanity's salvation."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""3 wins & 16 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BZjk4N2U2YTAtNWEzZC00N2VmLTlkNDctMjg5YjI4OTExZTFhXkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.8/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""46%""}, {""Source"": ""Metacritic"", ""Value"": ""53/100""}], ""Metascore"": ""53"", ""imdbRating"": ""6.8"", ""imdbVotes"": ""354,627"", ""imdbID"": ""tt1037705"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$94,835,059"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Animación 3D,Shrek tercero,2007,4.1,6.1,354294,41,58,MAYBE,score_bayes=6.11 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/Infantil_01/03. Peliculas animación/02. Animacion 3D/Dreamworks/Shrek 3 (2007).mkv,1349595473,14606,plex://movie/5d7768273c3c2a001fbcb521,tt0413267,https://m.media-amazon.com/images/M/MV5BOTgyMjc3ODk2MV5BMl5BanBnXkFtZTcwMjY0MjEzMw@@._V1_SX300.jpg,N/A,/library/metadata/14606/thumb/1760749050,"{""Title"": ""Shrek the Third"", ""Year"": ""2007"", ""Rated"": ""PG"", ""Released"": ""18 May 2007"", ""Runtime"": ""93 min"", ""Genre"": ""Animation, Adventure, Comedy"", ""Director"": ""Chris Miller, Raman Hui"", ""Writer"": ""William Steig, Andrew Adamson, Jeffrey Price"", ""Actors"": ""Mike Myers, Eddie Murphy, Cameron Diaz"", ""Plot"": ""Reluctantly designated as the heir to the land of Far, Far Away, Shrek hatches a plan to install the rebellious Artie as the new king while Princess Fiona tries to fend off a coup d'état by the jilted Prince Charming."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""Nominated for 1 BAFTA Award5 wins & 17 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BOTgyMjc3ODk2MV5BMl5BanBnXkFtZTcwMjY0MjEzMw@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.1/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""41%""}, {""Source"": ""Metacritic"", ""Value"": ""58/100""}], ""Metascore"": ""58"", ""imdbRating"": ""6.1"", ""imdbVotes"": ""354,294"", ""imdbID"": ""tt0413267"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$322,719,944"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Sagas,Alien III: Alien³,1992,4.4,6.4,345876,44,59,MAYBE,score_bayes=6.40 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/Sagas/00.Sagas/Alien/Alien 3 (1992).mkv,3194715460,21051,plex://movie/5d77683161141d001fb14ba5,tt0103644,https://m.media-amazon.com/images/M/MV5BOGZiNmVlZGEtM2VmMi00ZTFkLTliMzEtZDNhYzUzNTcxMGY3XkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/21051/thumb/1758934559,"{""Title"": ""Alien³"", ""Year"": ""1992"", ""Rated"": ""R"", ""Released"": ""22 May 1992"", ""Runtime"": ""114 min"", ""Genre"": ""Action, Horror, Sci-Fi"", ""Director"": ""David Fincher"", ""Writer"": ""Dan O'Bannon, Ronald Shusett, Vincent Ward"", ""Actors"": ""Sigourney Weaver, Charles S. Dutton, Charles Dance"", ""Plot"": ""Returning from LV-426, Ellen Ripley crash-lands on the maximum-security prison Fiorina 161, where she discovers that she has unwittingly brought along an unwelcome visitor."", ""Language"": ""English"", ""Country"": ""United Kingdom, United States"", ""Awards"": ""Nominated for 1 Oscar. 5 wins & 25 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BOGZiNmVlZGEtM2VmMi00ZTFkLTliMzEtZDNhYzUzNTcxMGY3XkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.4/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""44%""}, {""Source"": ""Metacritic"", ""Value"": ""59/100""}], ""Metascore"": ""59"", ""imdbRating"": ""6.4"", ""imdbVotes"": ""345,876"", ""imdbID"": ""tt0103644"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$55,473,545"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Películas,El reino de los cielos,2005,,7.3,342434,39,63,MAYBE,score_bayes=7.30 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='El reino de los cielos' vs OMDb='Kingdom of Heaven' (sim=0.31),/mnt/ADULTOS_VOL_00/00.Movies/01. Accion/El reino de los cielos (2005).mkv,8163816970,23606,plex://movie/5d7768293c3c2a001fbcbc90,tt0320661,https://m.media-amazon.com/images/M/MV5BMzdhNGZhMjQtYjVmNy00OWMyLTk1MmQtZGNhZDYwMzZlZjI3XkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/23606/thumb/1752712370,"{""Title"": ""Kingdom of Heaven"", ""Year"": ""2005"", ""Rated"": ""R"", ""Released"": ""06 May 2005"", ""Runtime"": ""144 min"", ""Genre"": ""Action, Adventure, Drama"", ""Director"": ""Ridley Scott"", ""Writer"": ""William Monahan"", ""Actors"": ""Orlando Bloom, Eva Green, Liam Neeson"", ""Plot"": ""Balian of Ibelin travels to Jerusalem during the Crusades of the 12th century, and there he finds himself as the defender of the city and its people."", ""Language"": ""English, Arabic, Latin, Italian, German"", ""Country"": ""United Kingdom, Germany, Spain, Morocco, United States, Italy, France"", ""Awards"": ""5 wins & 15 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMzdhNGZhMjQtYjVmNy00OWMyLTk1MmQtZGNhZDYwMzZlZjI3XkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.3/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""39%""}, {""Source"": ""Metacritic"", ""Value"": ""63/100""}], ""Metascore"": ""63"", ""imdbRating"": ""7.3"", ""imdbVotes"": ""342,434"", ""imdbID"": ""tt0320661"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$47,527,678"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Películas,Un ciudadano ejemplar,2009,2.6,7.4,339446,26,34,MAYBE,score_bayes=7.40 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='Un ciudadano ejemplar' vs OMDb='Law Abiding Citizen' (sim=0.25),/mnt/ADULTOS_VOL_00/00.Movies/01. Accion/Un Ciudadano Ejemplar (2009).mkv,2157031369,20770,plex://movie/5d77684a0ea56a001e2a29fd,tt1197624,https://m.media-amazon.com/images/M/MV5BNDFjNzM2NzMtNTkxZi00ZGFmLTkyZGMtZWQ3ZjMwZDc5NDExXkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/20770/thumb/1742757805,"{""Title"": ""Law Abiding Citizen"", ""Year"": ""2009"", ""Rated"": ""R"", ""Released"": ""16 Oct 2009"", ""Runtime"": ""109 min"", ""Genre"": ""Action, Crime, Drama"", ""Director"": ""F. Gary Gray"", ""Writer"": ""Kurt Wimmer"", ""Actors"": ""Gerard Butler, Jamie Foxx, Leslie Bibb"", ""Plot"": ""A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free."", ""Language"": ""English, Spanish"", ""Country"": ""United States"", ""Awards"": ""3 wins & 5 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNDFjNzM2NzMtNTkxZi00ZGFmLTkyZGMtZWQ3ZjMwZDc5NDExXkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.4/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""26%""}, {""Source"": ""Metacritic"", ""Value"": ""34/100""}], ""Metascore"": ""34"", ""imdbRating"": ""7.4"", ""imdbVotes"": ""339,446"", ""imdbID"": ""tt1197624"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$73,357,727"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Películas,La isla,2005,,6.8,337869,,50,MAYBE,score_bayes=6.80 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='La isla' vs OMDb='The Island' (sim=0.59),/mnt/ADULTOS_VOL_00/00.Movies/05. Ficcion/La isla (2005).mkv,6134935163,23408,plex://movie/5d776cc1ad5437001f7c8421,tt0399201,https://m.media-amazon.com/images/M/MV5BMTAwNjk0NjM1ODReQTJeQWpwZ15BbWU3MDc1NjIxMzM@._V1_SX300.jpg,N/A,/library/metadata/23408/thumb/1751129974,"{""Title"": ""The Island"", ""Year"": ""2005"", ""Rated"": ""PG-13"", ""Released"": ""22 Jul 2005"", ""Runtime"": ""136 min"", ""Genre"": ""Action, Sci-Fi, Thriller"", ""Director"": ""Michael Bay"", ""Writer"": ""Caspian Tredwell-Owen, Alex Kurtzman, Roberto Orci"", ""Actors"": ""Scarlett Johansson, Ewan McGregor, Djimon Hounsou"", ""Plot"": ""In 2019, a mercenary pursues a man and woman who escaped a research facility after learning their true fate."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""1 win & 6 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTAwNjk0NjM1ODReQTJeQWpwZ15BbWU3MDc1NjIxMzM@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.8/10""}, {""Source"": ""Metacritic"", ""Value"": ""50/100""}], ""Metascore"": ""50"", ""imdbRating"": ""6.8"", ""imdbVotes"": ""337,869"", ""imdbID"": ""tt0399201"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$35,818,913"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Sagas,Fast & Furious 4 : Aún más rápido,2009,2.8,6.5,329687,28,46,MAYBE,score_bayes=6.51 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/Sagas/00.Sagas/Fast & Furious/Fast & Furious 4 (2009).mkv,4901582177,18247,plex://movie/5d77683a8718ba001e315ec1,tt1013752,https://m.media-amazon.com/images/M/MV5BM2Y1YzhkNzUtMzhmZC00OTFkLWJjZDktMWYzZmQ0Y2Y5ODcwXkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/18247/thumb/1763438106,"{""Title"": ""Fast & Furious"", ""Year"": ""2009"", ""Rated"": ""PG-13"", ""Released"": ""03 Apr 2009"", ""Runtime"": ""107 min"", ""Genre"": ""Action, Thriller"", ""Director"": ""Justin Lin"", ""Writer"": ""Chris Morgan, Gary Scott Thompson"", ""Actors"": ""Vin Diesel, Paul Walker, Jordana Brewster"", ""Plot"": ""Brian O'Conner, back working for the FBI in Los Angeles, teams up with Dominic Toretto to bring down a heroin importer by infiltrating his operation."", ""Language"": ""English, Spanish"", ""Country"": ""Japan, United States"", ""Awards"": ""6 wins & 2 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BM2Y1YzhkNzUtMzhmZC00OTFkLWJjZDktMWYzZmQ0Y2Y5ODcwXkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.5/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""28%""}, {""Source"": ""Metacritic"", ""Value"": ""46/100""}], ""Metascore"": ""46"", ""imdbRating"": ""6.5"", ""imdbVotes"": ""329,687"", ""imdbID"": ""tt1013752"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$155,064,265"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Sagas,300: El origen de un imperio,2014,4.5,6.2,326466,45,48,MAYBE,score_bayes=6.23 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='300: El origen de un imperio' vs OMDb='300: Rise of an Empire' (sim=0.54),/mnt/Sagas/00.Sagas/300/300 El Origen De Un Imperio (2014).mkv,1644414550,22944,plex://movie/5d776892fb0d55001f514289,tt1253863,https://m.media-amazon.com/images/M/MV5BMTEwNTU2MjAwMDdeQTJeQWpwZ15BbWU3MDk2Njc2Njk@._V1_SX300.jpg,N/A,/library/metadata/22944/thumb/1760927076,"{""Title"": ""300: Rise of an Empire"", ""Year"": ""2014"", ""Rated"": ""R"", ""Released"": ""07 Mar 2014"", ""Runtime"": ""102 min"", ""Genre"": ""Action, Drama"", ""Director"": ""Noam Murro"", ""Writer"": ""Zack Snyder, Kurt Johnstad, Frank Miller"", ""Actors"": ""Sullivan Stapleton, Eva Green, Lena Headey"", ""Plot"": ""Greek general Themistocles of Athens leads the naval charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia, vengeful commander of the Persian navy."", ""Language"": ""English"", ""Country"": ""United States, Bulgaria"", ""Awards"": ""2 wins & 7 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTEwNTU2MjAwMDdeQTJeQWpwZ15BbWU3MDk2Njc2Njk@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.2/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""45%""}, {""Source"": ""Metacritic"", ""Value"": ""48/100""}], ""Metascore"": ""48"", ""imdbRating"": ""6.2"", ""imdbVotes"": ""326,466"", ""imdbID"": ""tt1253863"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$106,580,051"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Sagas,Fast & Furious 3 : Tokyo Drift,2006,3.8,6.1,324387,38,45,MAYBE,score_bayes=6.12 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/Sagas/00.Sagas/Fast & Furious/Fast & Furious 3 (2006).mkv,4837206228,18244,plex://movie/5d7768332ec6b5001f6bb969,tt0463985,https://m.media-amazon.com/images/M/MV5BMTQ2NTMxODEyNV5BMl5BanBnXkFtZTcwMDgxMjA0MQ@@._V1_SX300.jpg,N/A,/library/metadata/18244/thumb/1763438104,"{""Title"": ""The Fast and the Furious: Tokyo Drift"", ""Year"": ""2006"", ""Rated"": ""PG-13"", ""Released"": ""16 Jun 2006"", ""Runtime"": ""104 min"", ""Genre"": ""Action, Crime, Thriller"", ""Director"": ""Justin Lin"", ""Writer"": ""Chris Morgan"", ""Actors"": ""Lucas Black, Zachery Ty Bryan, Shad Moss"", ""Plot"": ""A teenager becomes a major competitor in the world of drift racing after moving in with his father in Tokyo to avoid a jail sentence in America."", ""Language"": ""English, Japanese, Portuguese"", ""Country"": ""Germany, United States"", ""Awards"": ""1 win & 4 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTQ2NTMxODEyNV5BMl5BanBnXkFtZTcwMDgxMjA0MQ@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.1/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""38%""}, {""Source"": ""Metacritic"", ""Value"": ""45/100""}], ""Metascore"": ""45"", ""imdbRating"": ""6.1"", ""imdbVotes"": ""324,387"", ""imdbID"": ""tt0463985"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$62,514,415"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Sagas,Fast & Furious 2 : 2 Fast 2 Furious,2003,3.7,5.9,315809,37,38,MAYBE,score_bayes=5.92 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/Sagas/00.Sagas/Fast & Furious/Fast & Furious 2 (2003).mkv,4995262520,18710,plex://movie/5d7768265af944001f1f6977,tt0322259,https://m.media-amazon.com/images/M/MV5BOTQzYzEwNWMtOTAwYy00YWYwLWE1NTEtZTkxOGQxZTM0M2VhXkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/18710/thumb/1763438114,"{""Title"": ""2 Fast 2 Furious"", ""Year"": ""2003"", ""Rated"": ""PG-13"", ""Released"": ""06 Jun 2003"", ""Runtime"": ""107 min"", ""Genre"": ""Action, Crime, Thriller"", ""Director"": ""John Singleton"", ""Writer"": ""Gary Scott Thompson, Michael Brandt, Derek Haas"", ""Actors"": ""Paul Walker, Tyrese Gibson, Cole Hauser"", ""Plot"": ""Former cop Brian O'Conner is called upon to bust a dangerous criminal and he recruits the help of a former childhood friend and street racer who has a chance to redeem himself."", ""Language"": ""English, Spanish"", ""Country"": ""United States"", ""Awards"": ""4 wins & 13 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BOTQzYzEwNWMtOTAwYy00YWYwLWE1NTEtZTkxOGQxZTM0M2VhXkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""5.9/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""37%""}, {""Source"": ""Metacritic"", ""Value"": ""38/100""}], ""Metascore"": ""38"", ""imdbRating"": ""5.9"", ""imdbVotes"": ""315,809"", ""imdbID"": ""tt0322259"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$127,154,901"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
